# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       2.555      200.400      520.000  1073551.086
       2.560      584.500      521.328  1073552.863
       2.565      169.800      521.812  1073552.879
       2.571      305.400      522.062  1073552.883
       2.578      315.800      522.438  1073552.879
       2.584      162.700      522.562  1073552.883
       2.590      162.700      522.938  1073552.887
       2.596      365.200      522.938  1073552.891
       2.602      194.300      523.062  1073552.887
       2.607      198.800      523.062  1073632.906
       2.612      391.600      523.312  1073632.902
       2.617      401.500      523.738  1073632.914
       2.622      171.800      524.000  1073632.910
       2.628      309.300      524.000  1073808.957
       2.634      163.900      524.512  1073872.965
       2.641      155.900      525.559  1073872.973
       2.647      152.300      525.684  1073872.977
       2.654      265.800      525.934  1073872.977
       2.661      329.600      526.184  1073872.969
       2.667      398.500      526.992  1073872.969
       2.672      182.200      527.352  1073872.973
       2.678        0.000      527.602  1073872.961
       2.684      314.700      527.852  1073872.965
       2.690      158.000      527.977  1073872.953
       2.697      154.300      528.477  1073872.957
       2.703      312.900      528.602  1073872.957
       2.709        0.000      528.727  1073872.957
       2.716      311.600      528.727  1073872.961
       2.722        0.000      528.727  1073872.961
       2.728      322.800      528.727  1073872.961
       2.734      350.400      528.852  1073872.961
       2.740      162.200      528.852  1073872.961
       2.746      174.000      529.102  1073872.961
       2.752      163.700      529.477  1073872.969
       2.758      317.100      529.602  1073872.965
       2.764        0.000      529.727  1073872.969
       2.771      318.700      531.754  1073877.336
       2.777      320.600      532.129  1073877.324
       2.783        0.000      532.254  1073877.328
       2.790      167.800      532.254  1073877.328
       2.796      307.300      533.496  1073877.551
       2.802        0.000      535.082  1073880.305
       2.809      344.200      537.574  1073880.305
       2.814      158.300      538.324  1073880.305
       2.821      324.900      538.574  1073880.305
       2.827      312.500      538.824  1073880.309
       2.833        0.000      538.949  1073880.309
       2.839      160.000      539.219  1073880.312
       2.846      156.800      539.219  1073880.312
       2.852        0.000      539.219  1073880.309
       2.858      159.300      539.594  1073880.312
       2.865      159.400      539.844  1073880.301
       2.871      306.400      540.219  1073880.301
       2.878      309.300      540.344  1073880.309
       2.884        0.000      540.719  1073880.301
       2.890      301.800      540.844  1073880.297
       2.896      308.500      541.094  1073880.309
       2.903      312.400      541.094  1073880.316
       2.909      151.700      541.094  1073880.297
       2.916        0.000      541.094  1073880.301
       2.922      153.200      541.094  1073880.297
       2.929      203.600      541.094  1073880.297
       2.934        0.000      541.094  1073880.301
       2.937        0.000      541.094  1073880.297
       2.941      283.000      541.219  1073880.305
       2.944        0.000      541.219  1073880.309
       2.948        0.000      541.219  1073880.305
       2.951      281.500      541.219  1073880.305
       2.955        0.000      541.219  1073880.305
       2.958        0.000      541.219  1073880.305
       2.962      284.700      541.219  1073880.301
       2.965        0.000      541.219  1073880.293
       2.969        0.000      541.219  1073880.297
       2.972      283.900      541.344  1073880.301
       2.976        0.000      541.344  1073880.301
       2.980        0.000      541.344  1073880.293
       2.983      280.100      541.344  1073880.297
       2.987        0.000      541.344  1073880.297
       2.990        0.000      541.344  1073880.301
       2.994      284.600      541.344  1073880.297
       2.997        0.000      541.344  1073880.297
       3.001        0.000      541.344  1073880.301
       3.004      276.100      541.469  1073880.297
       3.008        0.000      541.469  1073880.301
       3.011        0.000      541.594  1073880.301
       3.015      281.700      541.594  1073880.301
       3.018        0.000      541.594  1073880.301
       3.022      285.700      541.594  1073880.297
       3.025        0.000      541.594  1073880.301
       3.029        0.000      541.719  1073880.301
       3.032      284.800      541.719  1073880.301
       3.036        0.000      541.719  1073880.305
       3.039        0.000      541.719  1073880.305
       3.043      286.600      541.844  1073880.305
       3.046        0.000      541.844  1073880.301
       3.050        0.000      541.844  1073880.301
       3.053      285.100      541.844  1073880.297
       3.057        0.000      541.844  1073880.297
       3.060        0.000      541.844  1073880.297
       3.064      283.400      541.844  1073880.305
       3.067        0.000      541.844  1073880.309
       3.071        0.000      541.844  1073880.305
       3.074      288.200      541.844  1073880.305
       3.078        0.000      541.969  1073880.305
       3.081      364.900      542.594  1073880.293
       3.087        0.000      542.719  1073880.297
       3.093      161.100      542.969  1073880.297
       3.099      157.700      543.094  1073880.309
       3.106      302.700      543.094  1073880.301
       3.112      305.600      543.344  1073880.305
       3.119      315.300      543.469  1073880.316
       3.125      153.800      543.469  1073880.309
       3.132      160.300      543.469  1073880.305
       3.138      166.300      543.594  1073880.312
       3.144      320.500      543.844  1073880.312
       3.150      299.600      543.844  1073880.309
       3.157      155.400      547.719  1073880.312
       3.163      328.300      548.844  1073880.328
       3.169        0.000      548.844  1073880.301
       3.175      205.900      548.844  1073880.305
       3.180      200.400      548.969  1073880.301
       3.185      356.500      549.094  1073880.301
       3.190      159.700      549.219  1073880.309
       3.197      159.600      549.469  1073880.309
       3.203      158.300      549.469  1073880.312
       3.209      152.500      549.594  1073880.309
       3.216      329.100      550.227  1073880.309
       3.222      225.800      550.477  1073880.309
       3.226      152.200      551.227  1073880.309
       3.233      178.900      551.727  1073880.312
